bodyId_post,class,celltypePredictedNt,predictedNtProb,hemilineage,modality,size,type_post,downstream,upstream,description
21845,intrinsic neuron,acetylcholine,0.9506459832191467,TBD,tactile_unknown,637651758,INXXX331,3418,1207,-
22123,sensory neuron,acetylcholine,0.6600474715232849,-,chemosensory,444937729,SNch01,3527,425,-
22326,intrinsic neuron,gaba,0.6623334884643555,TBD,-,590782473,INXXX382,2860,2425,-
22594,ascending neuron,acetylcholine,0.9291706681251526,09B,chemosensory_unknown,2166200852,AN09B018,6178,8365,-
22719,sensory neuron,acetylcholine,0.7120047807693481,-,chemosensory,414988612,SNch01,3167,423,-
22794,intrinsic neuron,acetylcholine,0.5537384152412415,01A,chemosensory_unknown,429615791,IN01A061,1928,3158,aV mostly contra
22826,intrinsic neuron,gaba,0.8602432012557983,TBD,-,554171163,INXXX374,1953,1278,-
22995,sensory neuron,acetylcholine,0.7794892191886902,-,chemosensory,406141647,SNch01,2681,319,-
23216,intrinsic neuron,gaba,0.7511128783226013,TBD,-,512104587,INXXX382,2428,2100,Was A7 but partner seemed like A6
23329,intrinsic neuron,gaba,0.7749475836753845,00A,chemosensory_unknown,545407125,IN00A033,2607,1242,could be midline
23345,intrinsic neuron,acetylcholine,0.9036447405815125,01A,chemosensory_unknown,551341825,IN01A059,1940,2816,"aV, contra only"
23392,sensory neuron,acetylcholine,0.6212602853775024,-,chemosensory,390260957,SNch01,2982,316,-
23654,intrinsic neuron,gaba,0.5832847356796265,TBD,-,520310489,INXXX382,2341,2045,partner confirmed
23684,sensory neuron,acetylcholine,0.5879998207092285,-,chemosensory,378868330,SNch01,3403,326,-
23757,intrinsic neuron,acetylcholine,0.7659229040145874,TBD,chemosensory_unknown,561449660,INXXX370,3192,1467,-
24289,intrinsic neuron,glutamate,0.8381850123405457,02A,chemosensory_unknown,349428616,IN02A044,1283,565,aV
24449,intrinsic neuron,acetylcholine,0.772436797618866,TBD,chemosensory_unknown,566910327,INXXX370,3244,1719,-
24748,intrinsic neuron,acetylcholine,0.9340736865997314,01A,unknown,556010305,IN01A065,2644,2939,-
25001,intrinsic neuron,glutamate,0.7125620245933533,02A,chemosensory_unknown,371350979,IN02A044,1408,860,aV
25586,sensory neuron,acetylcholine,0.4948149621486664,-,chemosensory,306111793,SNch01,3068,282,-
25658,sensory neuron,acetylcholine,0.6759321093559265,-,chemosensory,302881534,SNch01,4161,194,-
28513,intrinsic neuron,gaba,0.8321582078933716,00A,chemosensory_unknown,704040014,IN00A033,3983,1272,-
30204,intrinsic neuron,gaba,0.9471474289894104,TBD,unknown,299984919,INXXX440,917,640,-
33785,intrinsic neuron,gaba,0.833977460861206,TBD,tactile_unknown,204952603,INXXX429,797,826,was: A4; aV
41078,intrinsic neuron,gaba,0.8973782062530518,TBD,unknown,226177050,INXXX455,1048,998,-
101527,sensory neuron,acetylcholine,0.7024539113044739,-,chemosensory,503959715,SNch01,3761,760,-
102359,intrinsic neuron,acetylcholine,0.929660439491272,01A,chemosensory_unknown,761868735,IN01A045,4150,2079,"aV, ipsi ventral dendrites, contra axon"
102798,intrinsic neuron,acetylcholine,0.9594910740852356,19B,chemosensory_unknown,616137879,IN19B068,3616,1660,pI? fig 8; 19B?
152358,intrinsic neuron,gaba,0.591327428817749,TBD,-,598179284,INXXX382,2724,2046,-
152738,sensory neuron,acetylcholine,0.7622908353805542,-,chemosensory,400959465,SNch01,2602,331,-
153820,intrinsic neuron,acetylcholine,0.8809334635734558,23B,mixed,569015232,IN23B060,2327,2880,-
153874,intrinsic neuron,acetylcholine,0.8210230469703674,TBD,-,971220564,INXXX244,3878,2236,-
164572,intrinsic neuron,acetylcholine,0.8539341688156128,TBD,chemosensory_unknown,582122203,INXXX370,3616,1394,-
205886,Interneuron TBD,unclear,0.5557059049606323,-,-,91838525,unknown,1410,140,"large fragment, probably cut off from T2 interneuron"
10327,ascending neuron,gaba,0.8990495204925537,05B,chemosensory_unknown,4888925789,AN05B004,11594,12780,-
10333,intrinsic neuron,acetylcholine,0.8358152508735657,TBD,tactile_unknown,4346337142,INXXX027,9417,14170,-
10408,intrinsic neuron,acetylcholine,0.8077304363250732,TBD,unknown,1755149298,INXXX100,8569,8721,-
10878,ascending neuron,acetylcholine,0.9370914101600647,TBD,mixed,2483657766,ANXXX055,10012,8567,-
11087,intrinsic neuron,acetylcholine,0.9430294632911682,01A,chemosensory_unknown,589595141,IN01A061,2298,2969,-
11296,efferent neuron,acetylcholine,0.5739191174507141,00B,-,1878657079,EN00B013,15,2538,-
11648,intrinsic neuron,acetylcholine,0.9563730955123901,TBD,-,2279961645,INXXX084,8741,5226,-
11670,ascending neuron,gaba,0.9020493030548096,05B,chemosensory_unknown,4470552769,AN05B004,11168,12236,-
11695,intrinsic neuron,acetylcholine,0.852316677570343,TBD,unknown,2225303836,INXXX100,9460,12170,-
11758,ascending neuron,acetylcholine,0.8968434929847717,09B,chemosensory_unknown,2222224884,AN09B018,4768,6716,-
11810,ascending neuron,acetylcholine,0.9030006527900696,TBD,mixed,2555347806,ANXXX055,10081,8699,-
11839,descending neuron,gaba,0.7862588167190552,NA,tactile_unknown,2237792761,DNxn180,14889,1574,-
11870,intrinsic neuron,acetylcholine,0.9583633542060852,TBD,-,2138325169,INXXX084,8383,4924,-
11873,intrinsic neuron,acetylcholine,0.9635022878646851,TBD,-,2196175505,INXXX084,8508,4949,-
11878,ascending neuron,acetylcholine,0.8680905699729919,09B,chemosensory_unknown,2153030171,AN09B018,4635,6436,-
12295,ascending neuron,acetylcholine,0.9654042720794678,TBD,-,1899110022,ANXXX099,5409,4476,-
12539,ascending neuron,acetylcholine,0.9410874843597412,TBD,-,1784943546,ANXXX099,5565,3806,-
12574,descending neuron,gaba,0.564406156539917,-,-,1734194522,DNg66,9778,1270,-
12691,intrinsic neuron,acetylcholine,0.9560533165931702,TBD,-,2368720912,INXXX084,8937,4906,-
12878,intrinsic neuron,acetylcholine,0.9029276371002197,01A,chemosensory_unknown,1647416021,IN01A045,10496,3140,aV
13020,descending neuron,gaba,0.5705164074897766,-,-,1542882666,DNg66,8963,1154,-
13222,intrinsic neuron,acetylcholine,0.8358033895492554,TBD,-,1506674204,INXXX137,9349,5184,-
13251,intrinsic neuron,gaba,0.8738227486610413,05B,tactile_unknown,1811707708,IN05B036,6736,6430,5B in T2 LHS
13534,efferent neuron,acetylcholine,0.40074461698532104,00B,-,1912971359,EN00B018,113,6639,dorsal
13953,intrinsic neuron,acetylcholine,0.9676027297973633,01A,-,969660187,IN01A043,5197,2123,"aV, ipsi dendrites, contra axons; 1A?"
13985,intrinsic neuron,acetylcholine,0.9455240368843079,TBD,-,926919035,INXXX297,6304,2166,-
14169,intrinsic neuron,acetylcholine,0.9393914341926575,19B,chemosensory_unknown,560321224,IN19B068,3599,1227,pI? fig 8; 19B?
14188,intrinsic neuron,acetylcholine,0.9583793878555298,01A,chemosensory_unknown,527960741,IN01A061,1975,2847,"aV, contra only, was: A5"
14487,ascending neuron,acetylcholine,0.9574224352836609,TBD,chemosensory_unknown,1171534908,ANXXX196,3657,4066,-
14605,intrinsic neuron,gaba,0.8306366801261902,00A,chemosensory_unknown,1425731564,IN00A024,5099,3350,-
14607,intrinsic neuron,acetylcholine,0.9198054671287537,TBD,-,1136140411,INXXX212,4885,2900,-
14953,intrinsic neuron,acetylcholine,0.8831367492675781,TBD,-,1086092253,INXXX212,4696,2801,-
14961,ascending neuron,acetylcholine,0.9152259826660156,09B,chemosensory_unknown,2194236769,AN09B018,6685,8039,arbours almost completely contralateral to soma
15019,ascending neuron,acetylcholine,0.9219996929168701,09B,chemosensory_unknown,1373781702,AN09B018,2751,3614,-
15190,intrinsic neuron,acetylcholine,0.8670442700386047,TBD,-,1032385990,INXXX239,4417,3705,-
15263,sensory neuron,acetylcholine,0.6675537824630737,-,chemosensory,461771617,SNch01,3498,571,-
15352,intrinsic neuron,gaba,0.8932679295539856,05B,mixed,928144001,IN05B028,2672,4085,-
15363,ascending neuron,acetylcholine,0.9419374465942383,09B,chemosensory_unknown,1355027248,AN09B018,2801,3496,-
15450,ascending neuron,acetylcholine,0.7366201877593994,09B,unknown,991090219,AN09B037,479,2011,-
15528,intrinsic neuron,acetylcholine,0.8745031952857971,TBD,-,974257818,INXXX239,3950,3158,very close to midline and bilaterally symmetric
15612,intrinsic neuron,acetylcholine,0.9357402920722961,01A,-,963306971,IN01A044,3927,2134,aV
15663,intrinsic neuron,gaba,0.898856520652771,TBD,-,688933022,INXXX287,2786,2833,-
15760,intrinsic neuron,gaba,0.7734110355377197,00A,chemosensory_unknown,617566132,IN00A033,3143,1404,could be midline
15799,intrinsic neuron,acetylcholine,0.9461296200752258,01A,chemosensory_unknown,549128598,IN01A059,1943,2926,"aV, contra only"
15903,intrinsic neuron,gaba,0.9306766390800476,TBD,-,942511356,INXXX268,1862,2391,-
15915,sensory neuron,acetylcholine,0.5494201183319092,-,chemosensory,307115538,SNch01,2947,260,-
15920,ascending neuron,acetylcholine,0.8605040311813354,09B,chemosensory_unknown,900485673,AN09B018,1464,2459,-
15935,intrinsic neuron,gaba,0.713293731212616,00A,-,926915071,IN00A027,4178,2542,-
16010,intrinsic neuron,acetylcholine,0.961642324924469,01A,-,910861434,IN01A046,4420,2274,aV contra only
16084,intrinsic neuron,gaba,0.8726853728294373,TBD,-,788893095,INXXX305,6241,2024,was: group 16084
16163,intrinsic neuron,gaba,0.7797746062278748,00A,-,892181717,IN00A027,4346,2975,-
16435,intrinsic neuron,gaba,0.8889951705932617,TBD,chemosensory_unknown,683356425,INXXX369,5935,2152,-
16516,intrinsic neuron,acetylcholine,0.9387472867965698,01A,chemosensory_unknown,845930472,IN01A045,4996,2466,"aV, ipsi ventral dendrites, contra axons"
16577,intrinsic neuron,gaba,0.837509036064148,05B,mixed,917329218,IN05B028,3292,4140,-
16621,intrinsic neuron,gaba,0.5594451427459717,00A,chemosensory_unknown,913459445,IN00A033,3943,2207,aV
16684,intrinsic neuron,acetylcholine,0.911861002445221,01A,chemosensory_unknown,828129342,IN01A045,5036,2190,"aV, ipsi ventral dendrites, contra axons"
16994,intrinsic neuron,acetylcholine,0.9572913646697998,TBD,-,811974652,INXXX297,5432,1855,-
17090,intrinsic neuron,gaba,0.8509385585784912,TBD,unknown,887479189,INXXX253,4022,4553,-
17241,intrinsic neuron,acetylcholine,0.9228537082672119,01A,-,821156244,IN01A046,4205,2379,aV contra
17301,intrinsic neuron,gaba,0.8724666833877563,TBD,unknown,985656396,INXXX243,5753,3348,-
17367,intrinsic neuron,acetylcholine,0.9463352560997009,TBD,-,758819623,INXXX297,5040,1723,-
17460,intrinsic neuron,gaba,0.8187111616134644,TBD,unknown,914370652,INXXX253,3971,4850,-
17803,intrinsic neuron,acetylcholine,0.9256872534751892,TBD,-,891663131,INXXX231,4919,2511,-
17904,intrinsic neuron,acetylcholine,0.9519915580749512,01A,chemosensory_unknown,710867245,IN01A045,4353,2275,"aV, ipsi ventral dendrites, contra axon"
18024,intrinsic neuron,acetylcholine,0.9195542335510254,01A,chemosensory_unknown,491852768,IN01A059,1819,2780,-
18531,intrinsic neuron,acetylcholine,0.7846391201019287,TBD,-,969871200,INXXX244,3903,2091,-
18557,intrinsic neuron,acetylcholine,0.9382829666137695,TBD,-,872695583,INXXX273,6691,2303,-
18660,intrinsic neuron,gaba,0.8622843623161316,05B,mixed,750761669,IN05B028,2424,3317,was: A4
18847,intrinsic neuron,gaba,0.8929450511932373,TBD,unknown,934749403,INXXX256,3749,2148,-
18975,intrinsic neuron,acetylcholine,0.9321007132530212,01A,unknown,472287018,IN01A065,1765,2845,-
19132,intrinsic neuron,acetylcholine,0.9470787048339844,19B,chemosensory_unknown,614891389,IN19B068,3573,1546,pI? fig 8; 19B?
19241,intrinsic neuron,acetylcholine,0.9262809157371521,01A,chemosensory_unknown,609021008,IN01A045,4455,2036,"was: A3; aV, ipsi ventral dendrites, contra axon"
19258,intrinsic neuron,gaba,0.7950581312179565,TBD,unknown,731229116,INXXX253,2784,3456,-
19264,intrinsic neuron,acetylcholine,0.932237446308136,01A,chemosensory_unknown,603217410,IN01A045,4193,2154,"was: A3; aV, ipsi ventral dendrites, contra axon"
19427,intrinsic neuron,acetylcholine,0.9367920160293579,01A,chemosensory_unknown,594370034,IN01A061,2267,3334,-
19491,intrinsic neuron,gaba,0.6955551505088806,00A,chemosensory_unknown,613036145,IN00A024,2934,1309,-
19895,intrinsic neuron,gaba,0.8741707801818848,TBD,-,561123860,INXXX375,1420,1312,-
20224,intrinsic neuron,acetylcholine,0.8720021843910217,01A,unknown,689889376,IN01A051,4840,5160,"aV, contra only"
20300,intrinsic neuron,gaba,0.8599323034286499,TBD,unknown,967660168,INXXX316,5898,6832,-
20545,intrinsic neuron,acetylcholine,0.922605574131012,01A,chemosensory_unknown,539617218,IN01A059,2529,3279,aV mostly contra
20599,intrinsic neuron,gaba,0.6395655870437622,TBD,-,520735282,INXXX382,2267,1897,was: A6
20604,intrinsic neuron,gaba,0.8141577839851379,00A,-,937252714,IN00A027,4418,3474,-
20693,intrinsic neuron,acetylcholine,0.8631024956703186,TBD,chemosensory_unknown,576633271,INXXX370,3612,1343,-
20846,intrinsic neuron,acetylcholine,0.9367903470993042,01A,chemosensory_unknown,512185881,IN01A061,2017,3284,"aV, contra only, was: A5"
21209,sensory neuron,acetylcholine,0.7273494005203247,-,chemosensory,488292754,SNch01,3315,588,-
21219,sensory neuron,acetylcholine,0.7335415482521057,-,chemosensory,487999720,SNch01,3179,573,-
21438,intrinsic neuron,gaba,0.9004157185554504,05B,mixed,767401264,IN05B028,2465,3162,was: A4
21669,ascending neuron,acetylcholine,0.8850222826004028,09B,unknown,962910520,AN09B037,481,1892,was A5
21750,descending neuron,gaba,0.6132360696792603,NA,tactile_unknown,1519223575,DNxn180,11343,1101,-
21976,sensory neuron,acetylcholine,0.7458394169807434,-,chemosensory,450509541,SNch01,3240,346,-
22045,sensory neuron,acetylcholine,0.7875754833221436,-,chemosensory,484698028,SNch01,3001,491,-
22123,sensory neuron,acetylcholine,0.6600474715232849,-,chemosensory,444937729,SNch01,3527,425,-
22247,sensory neuron,acetylcholine,0.7344970703125,-,chemosensory,439656464,SNch01,3188,413,-
22326,intrinsic neuron,gaba,0.6623334884643555,TBD,-,590782473,INXXX382,2860,2425,-
22594,ascending neuron,acetylcholine,0.9291706681251526,09B,chemosensory_unknown,2166200852,AN09B018,6178,8365,-
22613,sensory neuron,acetylcholine,0.5445711612701416,-,chemosensory,423527156,SNch01,3813,489,-
22794,intrinsic neuron,acetylcholine,0.5537384152412415,01A,chemosensory_unknown,429615791,IN01A061,1928,3158,aV mostly contra
22995,sensory neuron,acetylcholine,0.7794892191886902,-,chemosensory,406141647,SNch01,2681,319,-
23216,intrinsic neuron,gaba,0.7511128783226013,TBD,-,512104587,INXXX382,2428,2100,Was A7 but partner seemed like A6
23242,sensory neuron,acetylcholine,0.8455085754394531,-,chemosensory,396692071,SNch01,4191,176,-
23329,intrinsic neuron,gaba,0.7749475836753845,00A,chemosensory_unknown,545407125,IN00A033,2607,1242,could be midline
23345,intrinsic neuron,acetylcholine,0.9036447405815125,01A,chemosensory_unknown,551341825,IN01A059,1940,2816,"aV, contra only"
23392,sensory neuron,acetylcholine,0.6212602853775024,-,chemosensory,390260957,SNch01,2982,316,-
23654,intrinsic neuron,gaba,0.5832847356796265,TBD,-,520310489,INXXX382,2341,2045,partner confirmed
23684,sensory neuron,acetylcholine,0.5879998207092285,-,chemosensory,378868330,SNch01,3403,326,-
23757,intrinsic neuron,acetylcholine,0.7659229040145874,TBD,chemosensory_unknown,561449660,INXXX370,3192,1467,-
24165,sensory neuron,acetylcholine,0.7678102850914001,-,chemosensory,378300011,SNch01,2894,303,-
24289,intrinsic neuron,glutamate,0.8381850123405457,02A,chemosensory_unknown,349428616,IN02A044,1283,565,aV
24449,intrinsic neuron,acetylcholine,0.772436797618866,TBD,chemosensory_unknown,566910327,INXXX370,3244,1719,-
24748,intrinsic neuron,acetylcholine,0.9340736865997314,01A,unknown,556010305,IN01A065,2644,2939,-
24862,intrinsic neuron,acetylcholine,0.9492077231407166,TBD,-,547614310,INXXX365,2214,1611,-
24874,intrinsic neuron,gaba,0.8302377462387085,TBD,chemosensory_unknown,522661272,INXXX369,3694,1368,-
25001,intrinsic neuron,glutamate,0.7125620245933533,02A,chemosensory_unknown,371350979,IN02A044,1408,860,aV
25586,sensory neuron,acetylcholine,0.4948149621486664,-,chemosensory,306111793,SNch01,3068,282,-
25658,sensory neuron,acetylcholine,0.6759321093559265,-,chemosensory,302881534,SNch01,4161,194,-
25773,intrinsic neuron,gaba,0.9148769974708557,TBD,unknown,324120399,INXXX440,966,647,-
27431,intrinsic neuron,gaba,0.47682783007621765,00A,-,776422450,IN00A017,3153,1632,-
28059,intrinsic neuron,glutamate,0.7424442172050476,02A,chemosensory_unknown,376612679,IN02A044,1462,509,aV
30204,intrinsic neuron,gaba,0.9471474289894104,TBD,unknown,299984919,INXXX440,917,640,-
32348,intrinsic neuron,gaba,0.9191730618476868,TBD,unknown,269182145,INXXX440,764,609,A4 or A5
33558,intrinsic neuron,acetylcholine,0.9438371062278748,19B,chemosensory_unknown,622223909,IN19B068,3652,1479,pI? fig 8; 19B?
100796,intrinsic neuron,gaba,0.88926762342453,TBD,chemosensory_unknown,653356183,INXXX369,5565,1977,cluster 13620
102359,intrinsic neuron,acetylcholine,0.929660439491272,01A,chemosensory_unknown,761868735,IN01A045,4150,2079,"aV, ipsi ventral dendrites, contra axon"
102798,intrinsic neuron,acetylcholine,0.9594910740852356,19B,chemosensory_unknown,616137879,IN19B068,3616,1660,pI? fig 8; 19B?
152738,sensory neuron,acetylcholine,0.7622908353805542,-,chemosensory,400959465,SNch01,2602,331,-
155278,intrinsic neuron,acetylcholine,0.9328480362892151,01A,chemosensory_unknown,526107360,IN01A059,2067,2908,-
162621,intrinsic neuron,acetylcholine,0.9513570666313171,TBD,-,752816921,INXXX297,5446,1726,-
164552,intrinsic neuron,acetylcholine,0.8630427718162537,TBD,unknown,2204796512,INXXX100,8887,11748,-
164572,intrinsic neuron,acetylcholine,0.8539341688156128,TBD,chemosensory_unknown,582122203,INXXX370,3616,1394,-
10149,ascending neuron,acetylcholine,0.8532553911209106,TBD,tactile_unknown,3745362043,ANXXX027,7647,16777,-
10327,ascending neuron,gaba,0.8990495204925537,05B,chemosensory_unknown,4888925789,AN05B004,11594,12780,-
10333,intrinsic neuron,acetylcholine,0.8358152508735657,TBD,tactile_unknown,4346337142,INXXX027,9417,14170,-
10408,intrinsic neuron,acetylcholine,0.8077304363250732,TBD,unknown,1755149298,INXXX100,8569,8721,-
10878,ascending neuron,acetylcholine,0.9370914101600647,TBD,mixed,2483657766,ANXXX055,10012,8567,-
11087,intrinsic neuron,acetylcholine,0.9430294632911682,01A,chemosensory_unknown,589595141,IN01A061,2298,2969,-
11670,ascending neuron,gaba,0.9020493030548096,05B,chemosensory_unknown,4470552769,AN05B004,11168,12236,-
11695,intrinsic neuron,acetylcholine,0.852316677570343,TBD,unknown,2225303836,INXXX100,9460,12170,-
11758,ascending neuron,acetylcholine,0.8968434929847717,09B,chemosensory_unknown,2222224884,AN09B018,4768,6716,-
11810,ascending neuron,acetylcholine,0.9030006527900696,TBD,mixed,2555347806,ANXXX055,10081,8699,-
11839,descending neuron,gaba,0.7862588167190552,NA,tactile_unknown,2237792761,DNxn180,14889,1574,-
11878,ascending neuron,acetylcholine,0.8680905699729919,09B,chemosensory_unknown,2153030171,AN09B018,4635,6436,-
12556,intrinsic neuron,acetylcholine,0.9134504795074463,01A,chemosensory_unknown,1657676157,IN01A045,10871,3842,aV
12878,intrinsic neuron,acetylcholine,0.9029276371002197,01A,chemosensory_unknown,1647416021,IN01A045,10496,3140,aV
13251,intrinsic neuron,gaba,0.8738227486610413,05B,tactile_unknown,1811707708,IN05B036,6736,6430,5B in T2 LHS
13534,efferent neuron,acetylcholine,0.40074461698532104,00B,-,1912971359,EN00B018,113,6639,dorsal
13785,intrinsic neuron,acetylcholine,0.8863173723220825,TBD,-,981672531,INXXX239,4292,3273,-
13912,intrinsic neuron,acetylcholine,0.9242687821388245,01A,tactile_unknown,994672508,IN01A048,6665,4740,-
13985,intrinsic neuron,acetylcholine,0.9455240368843079,TBD,-,926919035,INXXX297,6304,2166,-
14040,intrinsic neuron,acetylcholine,0.9418187737464905,01A,chemosensory_unknown,574242363,IN01A061,2547,3272,aV mostly contra
14487,ascending neuron,acetylcholine,0.9574224352836609,TBD,chemosensory_unknown,1171534908,ANXXX196,3657,4066,-
14953,intrinsic neuron,acetylcholine,0.8831367492675781,TBD,-,1086092253,INXXX212,4696,2801,-
14961,ascending neuron,acetylcholine,0.9152259826660156,09B,chemosensory_unknown,2194236769,AN09B018,6685,8039,arbours almost completely contralateral to soma
15019,ascending neuron,acetylcholine,0.9219996929168701,09B,chemosensory_unknown,1373781702,AN09B018,2751,3614,-
15263,sensory neuron,acetylcholine,0.6675537824630737,-,chemosensory,461771617,SNch01,3498,571,-
15352,intrinsic neuron,gaba,0.8932679295539856,05B,mixed,928144001,IN05B028,2672,4085,-
15363,ascending neuron,acetylcholine,0.9419374465942383,09B,chemosensory_unknown,1355027248,AN09B018,2801,3496,-
15450,ascending neuron,acetylcholine,0.7366201877593994,09B,unknown,991090219,AN09B037,479,2011,-
15641,intrinsic neuron,gaba,0.845425009727478,TBD,tactile_unknown,380989877,INXXX429,1973,2241,-
15663,intrinsic neuron,gaba,0.898856520652771,TBD,-,688933022,INXXX287,2786,2833,-
15760,intrinsic neuron,gaba,0.7734110355377197,00A,chemosensory_unknown,617566132,IN00A033,3143,1404,could be midline
15799,intrinsic neuron,acetylcholine,0.9461296200752258,01A,chemosensory_unknown,549128598,IN01A059,1943,2926,"aV, contra only"
15920,ascending neuron,acetylcholine,0.8605040311813354,09B,chemosensory_unknown,900485673,AN09B018,1464,2459,-
15935,intrinsic neuron,gaba,0.713293731212616,00A,-,926915071,IN00A027,4178,2542,-
16010,intrinsic neuron,acetylcholine,0.961642324924469,01A,-,910861434,IN01A046,4420,2274,aV contra only
16071,intrinsic neuron,acetylcholine,0.9306089282035828,01A,chemosensory_unknown,630840975,IN01A061,2907,3765,"aV, mainly contra"
16163,intrinsic neuron,gaba,0.7797746062278748,00A,-,892181717,IN00A027,4346,2975,-
16516,intrinsic neuron,acetylcholine,0.9387472867965698,01A,chemosensory_unknown,845930472,IN01A045,4996,2466,"aV, ipsi ventral dendrites, contra axons"
16577,intrinsic neuron,gaba,0.837509036064148,05B,mixed,917329218,IN05B028,3292,4140,-
16736,intrinsic neuron,acetylcholine,0.9423402547836304,01A,chemosensory_unknown,687908496,IN01A059,3114,4252,aV
16742,intrinsic neuron,gaba,0.9612456560134888,TBD,-,818981520,INXXX292,2916,1237,-
16825,intrinsic neuron,gaba,0.4790058434009552,00A,-,1054597913,IN00A017,4626,2279,may be midline rather than RHS
17090,intrinsic neuron,gaba,0.8509385585784912,TBD,unknown,887479189,INXXX253,4022,4553,-
17241,intrinsic neuron,acetylcholine,0.9228537082672119,01A,-,821156244,IN01A046,4205,2379,aV contra
17390,intrinsic neuron,glutamate,0.6813772916793823,02A,chemosensory_unknown,393240481,IN02A044,1464,787,aV; was: A4
17566,intrinsic neuron,acetylcholine,0.9475799202919006,23B,mixed,777504785,IN23B032,4007,4013,23B in T3 RHS
17803,intrinsic neuron,acetylcholine,0.9256872534751892,TBD,-,891663131,INXXX231,4919,2511,-
17904,intrinsic neuron,acetylcholine,0.9519915580749512,01A,chemosensory_unknown,710867245,IN01A045,4353,2275,"aV, ipsi ventral dendrites, contra axon"
18024,intrinsic neuron,acetylcholine,0.9195542335510254,01A,chemosensory_unknown,491852768,IN01A059,1819,2780,-
18203,intrinsic neuron,gaba,0.8214468955993652,TBD,-,692682439,INXXX287,3420,2572,-
18229,intrinsic neuron,acetylcholine,0.9477362036705017,01A,chemosensory_unknown,686523994,IN01A059,3226,4460,aV
18660,intrinsic neuron,gaba,0.8622843623161316,05B,mixed,750761669,IN05B028,2424,3317,was: A4
18847,intrinsic neuron,gaba,0.8929450511932373,TBD,unknown,934749403,INXXX256,3749,2148,-
18975,intrinsic neuron,acetylcholine,0.9321007132530212,01A,unknown,472287018,IN01A065,1765,2845,-
19132,intrinsic neuron,acetylcholine,0.9470787048339844,19B,chemosensory_unknown,614891389,IN19B068,3573,1546,pI? fig 8; 19B?
19168,intrinsic neuron,acetylcholine,0.9445845484733582,TBD,tactile_unknown,618664360,INXXX331,3423,1227,-
19241,intrinsic neuron,acetylcholine,0.9262809157371521,01A,chemosensory_unknown,609021008,IN01A045,4455,2036,"was: A3; aV, ipsi ventral dendrites, contra axon"
19264,intrinsic neuron,acetylcholine,0.932237446308136,01A,chemosensory_unknown,603217410,IN01A045,4193,2154,"was: A3; aV, ipsi ventral dendrites, contra axon"
19427,intrinsic neuron,acetylcholine,0.9367920160293579,01A,chemosensory_unknown,594370034,IN01A061,2267,3334,-
19895,intrinsic neuron,gaba,0.8741707801818848,TBD,-,561123860,INXXX375,1420,1312,-
20070,intrinsic neuron,acetylcholine,0.9139333367347717,TBD,-,561069366,INXXX365,2207,1689,-
20300,intrinsic neuron,gaba,0.8599323034286499,TBD,unknown,967660168,INXXX316,5898,6832,-
20545,intrinsic neuron,acetylcholine,0.922605574131012,01A,chemosensory_unknown,539617218,IN01A059,2529,3279,aV mostly contra
20558,intrinsic neuron,acetylcholine,0.9102005362510681,01A,chemosensory_unknown,529772843,IN01A059,2426,3262,aV contra
20761,intrinsic neuron,acetylcholine,0.8103696703910828,03A,-,672619070,IN03A082,2288,1754,3A in T3 RHS
20846,intrinsic neuron,acetylcholine,0.9367903470993042,01A,chemosensory_unknown,512185881,IN01A061,2017,3284,"aV, contra only, was: A5"
21105,sensory neuron,acetylcholine,0.8332494497299194,-,chemosensory,405708687,SNch01,2791,333,-
21209,sensory neuron,acetylcholine,0.7273494005203247,-,chemosensory,488292754,SNch01,3315,588,-
21219,sensory neuron,acetylcholine,0.7335415482521057,-,chemosensory,487999720,SNch01,3179,573,-
21438,intrinsic neuron,gaba,0.9004157185554504,05B,mixed,767401264,IN05B028,2465,3162,was: A4
21669,ascending neuron,acetylcholine,0.8850222826004028,09B,unknown,962910520,AN09B037,481,1892,was A5
21835,intrinsic neuron,acetylcholine,0.8798547387123108,TBD,chemosensory_unknown,443586849,INXXX400,2017,1168,-
21845,intrinsic neuron,acetylcholine,0.9506459832191467,TBD,tactile_unknown,637651758,INXXX331,3418,1207,-
21976,sensory neuron,acetylcholine,0.7458394169807434,-,chemosensory,450509541,SNch01,3240,346,-
22123,sensory neuron,acetylcholine,0.6600474715232849,-,chemosensory,444937729,SNch01,3527,425,-
22193,intrinsic neuron,glutamate,0.6792911291122437,02A,chemosensory_unknown,444155292,IN02A044,1806,935,-
22262,intrinsic neuron,acetylcholine,0.9281269907951355,TBD,-,597561827,INXXX365,2513,1663,-
22326,intrinsic neuron,gaba,0.6623334884643555,TBD,-,590782473,INXXX382,2860,2425,-
22411,sensory neuron,acetylcholine,0.818818211555481,-,chemosensory,369379247,SNch01,2945,293,-
22594,ascending neuron,acetylcholine,0.9291706681251526,09B,chemosensory_unknown,2166200852,AN09B018,6178,8365,-
22613,sensory neuron,acetylcholine,0.5445711612701416,-,chemosensory,423527156,SNch01,3813,489,-
22719,sensory neuron,acetylcholine,0.7120047807693481,-,chemosensory,414988612,SNch01,3167,423,-
22794,intrinsic neuron,acetylcholine,0.5537384152412415,01A,chemosensory_unknown,429615791,IN01A061,1928,3158,aV mostly contra
23058,intrinsic neuron,glutamate,0.7349751591682434,02A,chemosensory_unknown,409540385,IN02A044,1590,938,-
